en|of Thrones used seven writers in six seasons. Series creators David Benioff and D. B. 
en|Weiss, the showrunners, write most of the episodes each season.[62] A Song of Ice and 
en|Fire author George R. R. Martin wrote one episode in each of the first four 
en|seasons. Martin did not write an episode for the later seasons, since he wanted to 
en|focus on completing the sixth novel (The Winds of Winter).[63] Jane Espenson co-wrote one first-season 
en|Cogman, initially a script coordinator for the series,[64] was promoted to producer for the fifth 
en|season. Cogman, who wrote at least one episode for the first five seasons, is the 
en|only other writer in the writers' room with Benioff and Weiss. Before his promotion, Vanessa 
en|Taylor (a writer during the second and third seasons) worked closely with Benioff and Weiss. 
en|Dave Hill joined the writing staff for the fifth season after working as an assistant 
en|to Benioff and Weiss.[65] Although Martin is not in the writers' room, he reads the 
en|and Weiss sometimes assign characters to particular writers; for example, Cogman was assigned to Arya 
en|Stark for the fourth season. The writers spend several weeks writing a character outline, including 
en|what material from the novels to use and the overarching themes. After these individual outlines 
en|are complete, they spend another two to three weeks discussing each main character's individual arc 
en|and arranging them episode by episode.[62] A detailed outline is created, with each of the 
en|writers working on a portion to create a script for each episode. Cogman, who wrote 
en|two episodes for the fifth season, took a month and a half to complete both 
en|scripts. They are then read by Benioff and Weiss, who make notes, and parts of 
en|the script are rewritten. All ten episodes are written before filming begins since they are 
en|filmed out of order with two units in different countries.[62] Benioff and Weiss write each 
en|of their episodes together, with one of them writing the first half of the script 
en|and the other the second half. After that they begin with passing the drafts back 
en|Game of Thrones began outpacing the published novels in the sixth season, the series was 
en|based on a plot outline of the future novels provided by Martin[66] and original content. 
en|In April 2016, the showrunners' plan was to shoot 13 more episodes after the sixth 
en|season: seven episodes in the seventh season and six episodes in the eighth.[67] Later that 
en|month, the series was renewed for a seventh season with a seven-episode order.[68][69] Eight seasons 
en|were ordered and filmed, adapting the novels at a rate of about 48 seconds per 
en|1 March 2, 2010 Second half of 2010 April 17, 2011 June 19, 2011 A 
en|2 April 19, 2011 Second half of 2011 April 1, 2012 June 3, 2012 A 
en|3 April 10, 2012 July – November 2012 March 31, 2013 June 9, 2013 About 
en|4 April 2, 2013 July – November 2013 April 6, 2014 June 15, 2014 The 
en|remaining one-third of A Storm of Swords and some elements from A Feast for Crows 
en|5 April 8, 2014 July – December 2014 April 12, 2015 June 14, 2015 A 
en|Feast for Crows, A Dance with Dragons and original content, with some late chapters from 
en|6 April 8, 2014 July – December 2015 April 24, 2016 June 26, 2016 Original 
en|content and outline from The Winds of Winter, with some late elements from A Feast 
en|7 April 21, 2016 August 2016 – February 2017 July 16, 2017 August 27, 2017 
en|Original content and outline from The Winds of Winter and A Dream of Spring [67][68] 
en|8 July 30, 2016 October 2017 – July 2018 April 14, 2019 May 19, 2019 
en|Original content and outline from The Winds of Winter and A Dream of Spring [85][88] 
en|first two seasons adapted one novel each. For the later seasons, its creators see Game 
en|of Thrones as an adaptation of A Song of Ice and Fire as a whole 
en|rather than the individual novels;[93] this enables them to move events across novels, according to 
en|Azure Window at Ras-id-Dwerja, on Gozo, was the site of the Dothraki wedding in season 
en|photography for the first season was scheduled to begin on July 26, 2010,[8] and the 
en|primary location was the Paint Hall Studios in Belfast, Northern Ireland.[95] Exterior scenes in Northern 
en|Ireland were filmed at Sandy Brae in the Mourne Mountains (standing in for Vaes Dothrak), 
en|Castle Ward (Winterfell), Saintfield Estates (the Winterfell godswood), Tollymore Forest (outdoor scenes), Cairncastle (the execution 
en|site), the Magheramorne quarry (Castle Black), and Shane's Castle (the tourney grounds).[96] Doune Castle in 
en|Stirling, Scotland, was also used in the original pilot episode for scenes at Winterfell.[97] The 
en|producers initially considered filming the whole series in Scotland, but decided on Northern Ireland because 
en|first season's southern scenes were filmed in Malta, a change in location from the pilot 
en|episode's Moroccan sets.[8] The city of Mdina was used for King's Landing. Filming was also 
en|done at Fort Manoel (representing the Sept of Baelor), at the Azure Window on the 
en|island of Gozo (the Dothraki wedding site) and at San Anton Palace, Fort Ricasoli, Fort 
en|of the second season's southern scenes shifted from Malta to Croatia, where the city of 
en|Dubrovnik and nearby locations allowed exterior shots of a walled, coastal medieval city. The Walls 
en|of Dubrovnik and Fort Lovrijenac were used for scenes in King's Landing, though, exteriors of 
en|some local buildings, for example, the Red Keep and the Sept of Baelor, are computer-generated.[99] 
en|The island of Lokrum, the St. Dominic monastery in the coastal town of Trogir, the 
en|Rector's Palace in Dubrovnik, and the Dubac quarry (a few kilometers east) were used for 
en|scenes set in Qarth. Scenes set north of the Wall, in the Frostfangs and at 
en|the Fist of the First Men, were filmed in November 2011 in Iceland: on the 
en|Vatnajökull glacier near Smyrlabjörg, the Svínafellsjökull glacier near Skaftafell and the Mýrdalsjökull glacier near Vik 
en|production returned to Dubrovnik, with the Walls of Dubrovnik, Fort Lovrijenac and nearby locations again 
en|used for scenes in King's Landing and the Red Keep. Trsteno Arboretum, a new location, 
en|is the garden of the Tyrells in King's Landing. The third season also returned to 
en|Morocco (including the city of Essaouira) to film Daenerys' scenes in Essos.[101] Dimmuborgir and the 
en|Grjótagjá cave in Iceland were used as well.[100] One scene, with a live bear, was 
en|filmed in Los Angeles.[102] The production used three units (Dragon, Wolf and Raven) filming in 
en|fourth season returned to Dubrovnik and included new locations, including Diocletian's Palace in Split, Klis 
en|Fortress north of Split, Perun quarry east of Split, the Mosor mountain range, and Baška 
en|Voda further south.[104] Thingvellir National Park in Iceland was used for the fight between Brienne 
en|and the Hound.[100] Filming took 136 days and ended on November 21, 2013.[105] The fifth 
en|sixth season, which began filming in July 2015, returned to Spain and filmed in Navarra, 
en|Guadalajara, Seville, Almeria, Girona and Peniscola.[107] Filming also returned to Dubrovnik, Croatia.[108] Filming of the 
en|seven episodes of season 7 began on August 31, 2016, at Titanic Studios in Belfast, 
en|with other filming in Iceland, Northern Ireland and many locations in Spain,[109] including Seville, Cáceres, 
en|Almodovar del Rio, Santiponce, Zumaia and Bermeo.[110] The series also filmed in Dubrovnik, which is 
en|used for location of King's Landing.[111] Filming continued until the end of February 2017 as 
en|of Thrones is funded by Northern Ireland Screen, a UK government agency financed by Invest 
en|NI and the European Regional Development Fund.[113] As of April 2013, Northern Ireland Screen gave 
en|the series £9.25 million ($14.37 million); according to government estimates, this has benefited the Northern 
en|Ireland has a Game of Thrones-themed marketing campaign similar to New Zealand's Tolkien-related advertising.[115][116] Invest 
en|NI and the Northern Ireland Tourist Board also expect the series to generate tourism revenue.[114] 
en|According to Arlene Foster, the series has given Northern Ireland the most non-political publicity in 
en|its history.[117] The production of Game of Thrones and other TV series also boosted Northern 
en|Ireland's creative industries, contributing to an estimated 12.4-percent growth in arts, entertainment, and recreation jobs 
en|between 2008 and 2013 (compared with 4.3 percent in the rest of the UK during 
en|the same period).[118] In September 2018, after the filming had finished, HBO announced plans to 
en|convert its filming locations in Northern Ireland into tourist attractions to be opened in 2019.[119] 
en|organizations elsewhere reported increases in bookings after their locations appeared in Game of Thrones. In 
en|2012, bookings through LateRooms.com increased by 28 percent in Dubrovnik and 13 percent in Iceland. 
en|The following year, bookings doubled in Ouarzazate, Morocco (the location of Daenerys' season-three scenes).[120] Game 
en|of Thrones has been attributed as a significant factor in the boom of tourism in 
en|Iceland that had a strong impact on its economy. Tourist numbers increased by 30% in 
en|2015, followed by another 40% in 2016,[121] with a final figure of 2.4 million visitors 
en|expected for 2016, which is around seven times the population of the country.[122] However, the 
en|increase in tourism to Dubrovnik, with Game of Thrones estimated to be responsible for half 
en|of its annual increase over many years, had led to concerns on "over-tourism" and its 
en|ten-episode season of Game of Thrones has four to six directors, who usually direct back-to-back 
en|episodes. Alan Taylor has directed seven episodes, the most episodes of the series. Alex Graves, 
en|David Nutter, Mark Mylod, and Jeremy Podeswa have directed six each. Daniel Minahan directed five 
en|episodes, and Michelle MacLaren, Alik Sakharov, and Miguel Sapochnik directed four each; MacLaren is also 
en|the only female director in the entire series' run.[125] Brian Kirk directed three episodes during 
en|the first season, and Tim Van Patten directed the series' first two episodes. Neil Marshall 
en|directed two episodes, both with large battle scenes: "Blackwater" and "The Watchers on the Wall". 
en|Other directors have been Jack Bender, David Petrarca, Daniel Sackheim, Michael Slovis and Matt Shakman.[126] 
en|David Benioff and D. B. Weiss have directed two episodes together but only credited one 
en|Sakharov was the pilot's cinematographer. The series has had a number of cinematographers,[127] and has 
en|received seven Primetime Emmy Award for Outstanding Cinematography for a Single-Camera Series nominations.[128] Oral Norrey 
en|Ottey, Frances Parker, Martin Nicholson, Crispin Green, Tim Porter and Katie Weiland have edited the 
en|series for a varying number of episodes. Weiland received a Primetime Emmy Award for Outstanding 
en|costumes of Ygritte, Jon Snow and Tormund Giantsbane reflect the harsh climate in which they 
en|Clapton was costume designer for Game of Thrones' first five seasons before she was replaced 
en|by April Ferry.[129] Clapton returned to the series as costume designer for the seventh season.[130] 
en|costumes used in the series drew inspiration from a number of sources, such as Japanese 
en|and Persian armor. Dothraki dress resembles that of the Bedouin (one was made out of 
en|fish skins to resemble dragon scales), and the Wildlings wear animal skins like the Inuit.[131] 
en|Wildling bone armor is made from molds of actual bones, and is assembled with string 
en|and latex resembling catgut.[132] Although the extras who play Wildlings and the Night's Watch often 
en|wear hats (normal in a cold climate), members of the principal cast usually do not 
en|so viewers can recognize the main characters. Björk's Alexander McQueen high-neckline dresses inspired Margaery Tyrell's 
en|funnel-neck outfit, and prostitutes' dresses are designed for easy removal.[131] All clothing used is aged 
en|two dozen wigs are used for the actresses. Made of human hair and up to 
en|61 centimetres (2 ft) in length, they cost up to $7,000 each and are washed 
en|and styled like real hair. Applying the wigs is time-consuming; Emilia Clarke, for example, requires 
en|about two hours to style her brunette hair with a platinum-blonde wig and braids. Other 
en|actors, such as Jack Gleeson and Sophie Turner, receive frequent hair coloring. For characters such 
en|as Daenerys (Clarke) and her Dothraki, their hair, wigs and costumes are processed to appear 
en|the first three seasons, Paul Engelen was Game of Thrones' main makeup designer and prosthetic 
en|makeup artist with Melissa Lackersteen, Conor O'Sullivan, and Rob Trenton. At the beginning of the 
en|fourth season Engelen's team was replaced by Jane Walker and her crew, composed of Ann 
en|the series' large number of visual effects, HBO hired British-based BlueBolt and Irish-based Screen Scene 
en|for season one. Most of the environment builds were done as 2.5D projections, giving viewers 
en|perspective while keeping the programming from being overwhelming.[134] In 2011, the season-one finale, "Fire and 
en|the effects became more complex in subsequent seasons (including CGI creatures, fire, and water), German-based 
en|Pixomondo became the lead visual-effects producer; nine of its twelve facilities contributed to the project 
en|for season two, with Stuttgart the lead.[135][136] Scenes were also produced by British-based Peanut FX, 
en|Canadian-based Spin VFX, and US-based Gradient Effects. "Valar Morghulis" and "Valar Dohaeris" earned Pixomondo Primetime 
en|season four, HBO added German-based Mackevision to the project.[137] The season-four finale, "The Children", won 
en|the 2014 Emmy Award for Visual Effects. Additional producers for season four included Canadian-based Rodeo 
en|FX, German-based Scanline VFX and US-based BAKED FX. The muscle and wing movements of the 
en|adolescent dragons in seasons four and five were based largely on those of a chicken. 
en|Pixomondo retained a team of 22 to 30 people which focused solely on visualizing Daenerys 
en|Targaryen's dragons, with the average production time per season of 20 to 22 weeks.[138] For 
en|the fifth season, HBO added Canadian-based Image Engine and US-based Crazy Horse Effects to its 
en|series' title sequence was created by production studio Elastic for HBO. Creative director Angus Wall 
en|and his collaborators received the 2011 Primetime Emmy Award for Main Title Design for the 
en|sequence,[141] which depicts a three-dimensional map of the series' fictional world. The map is projected 
en|on the inside of a sphere which is centrally lit by a small sun in 
en|an armillary sphere.[142] As the camera moves across the map, focusing on the locations of 
en|the episode's events, clockwork mechanisms intertwine and allow buildings and other structures to emerge from 
en|the map. Accompanied by the title music, the names of the principal cast and creative 
en|staff appear. The sequence concludes after about 90 seconds with the title card and brief 
en|opening credits indicating the episode's writer(s) and director. Its composition changes as the story progresses, 
en|music for the series was composed by Ramin Djawadi. The first season's soundtrack, written in 
en|about ten weeks before the premiere,[145] was published by Varèse Sarabande in June 2011.[146] Soundtrack 
en|albums for subsequent seasons have been released, with tracks by the National, the Hold Steady, 
en|and Sigur Rós.[147] Djawadi has composed themes for each of the major houses and also 
en|for some of the main characters.[148] The themes may evolve over time, as Daenerys Targaryen's 
en|theme started small and then became more powerful after each season. Her theme started first 
en|for a television series, the sound team receives a rough cut of a full season 
en|and approaches it as a ten-hour feature film. Although seasons one and two had different 
en|sound teams, one team has been in charge of sound since then.[149] For the series' 
en|blood-and-gore sounds, the team often uses a chamois. For dragon screams, mating tortoises, dolphin, seal, 
en|Westerosi characters of Game of Thrones speak British-accented English, often (but not consistently) with the 
en|accent of the English region corresponding to the character's Westerosi region. The Northerner Eddard Stark 
en|speaks in actor Sean Bean's native northern accent, and the southern lord Tywin Lannister speaks 
en|with a southern accent, while characters from Dorne speak English with a Spanish accent.[151][152] Characters 
en|the common language of Westeros is represented as English, the producers charged linguist David J. 
en|Peterson with constructing Dothraki and Valyrian languages based on the few words in the novels;[154] 
en|Dothraki and Valyrian dialogue is often subtitled in English. It has been reported that during 
en|the series these fictional languages have been heard by more people than the Welsh, Irish, 
en|of Thrones is broadcast by HBO in the United States and by its local subsidiaries 
en|or other pay television services in other countries, at the same time as in the 
en|US or weeks (or months) later. The series' broadcast in China on CCTV, begun in 
en|2014, was heavily edited to remove scenes of sex and violence, in accordance with a 
en|Chinese practice of censoring Western television series to prevent what the People's Daily called "negative 
en|effects and hidden security dangers". This resulted in viewer complaints about the incoherence of what 
en|remained.[156] Broadcasters carrying Game of Thrones include Showcase in Australia; HBO Canada, Super Écran, and 
en|Showcase in Canada; HBO Latin America in Latin America; SoHo and Prime in New Zealand, 
en|on January 23, 2015, the last two episodes of season four were shown in 205 
en|IMAX theaters across the United States; Game of Thrones is the first television series shown 
en|in this format.[158] The show earned $686,000 at the box office on its opening day[159] 
en|ten episodes of the first season of Game of Thrones were released as a DVD 
en|and Blu-ray box set on March 6, 2012. The box set includes extra background and 
en|behind-the-scenes material but no deleted scenes, since nearly all the footage shot for the first 
en|season was used.[162] The box set sold over 350,000 copies in the first week after 
en|release, the largest first-week DVD sales ever for an HBO series, and the series set 
en|an HBO-series record for digital-download sales.[163] A collector's-edition box set was released in November 2012, 
en|combining the DVD and Blu-ray versions of the first season with the first episode of 
en|season two. A paperweight in the shape of a dragon egg is included in the 
en|box sets and digital downloads of the second season became available on February 19, 2013.[165] 
en|First-day sales broke HBO records, with 241,000 box sets sold and 355,000 episodes downloaded.[166] The 
en|third season was made available for purchase as a digital download on the Australian iTunes 
en|Store, parallel to the US premiere, and was released on DVD and Blu-ray in region 
en|1 on February 18, 2014.[167][168] The fourth season was released on DVD and Blu-ray on 
en|February 17, 2015,[169] and the fifth season on March 15, 2016.[170] The sixth season was 
en|released on Blu-ray and DVD on November 15, 2016.[171] The seventh season was released on 
en|Blu-ray and DVD on December 12, 2017. Beginning in 2016, HBO began issuing Steelbook Blu-ray 
en|sets which include both Dolby TrueHD 7.1 and Dolby Atmos audio options.[172] In 2018, the 
en|of Thrones has been widely pirated, primarily outside the US.[174] According to the file-sharing news 
en|website TorrentFreak, Game of Thrones was the most pirated television series from 2012 to 2019 
en|(except 2018, when no new episodes were broadcast).[175][176][177][178][179][180][181] Illegal downloads increased to about seven million 
en|in the first quarter of 2015, up 45 percent from 2014.[174] An unnamed episode was 
en|downloaded about 4,280,000 times through public BitTorrent trackers in 2012, roughly equal to its number 
en|of broadcast viewers.[182][183] Piracy rates were particularly high in Australia,[184] and US Ambassador to Australia 
en|in availability apart from HBO and its affiliates[186] before 2015 and the cost of subscriptions 
en|to these services have been cited as causes of the series' illegal distribution. According to 
en|TorrentFreak, a subscription to a service for Game of Thrones would cost up to $25 
en|per month in the United States, up to £26 per episode in the UK and 
en|"combating piracy", HBO said in 2013 that it intended to make its content more widely 
en|available within a week of the US premiere (including HBO Go).[188] In 2015, the fifth 
en|season was simulcast to 170 countries and to HBO Now users.[174] On April 11, the 
en|day before the season premiere, screener copies of the first four episodes of the fifth 
en|season leaked to a number of file-sharing websites.[189] Within a day of the leak, the 
en|files were downloaded over 800,000 times;[190] in one week the illegal downloads reached 32 million, 
